ES-HyperNEAT,1,160,3.953007,3.184959,1
ES-HyperNEAT,2,320,3.990348,3.721894,1.0125
ES-HyperNEAT,3,480,4.201098,3.992473,1.09375
ES-HyperNEAT,4,640,4.684186,3.99025,1.34375
ES-HyperNEAT,5,800,4.420217,3.959231,1.30625
ES-HyperNEAT,6,960,4.45043,4.020784,1.725
ES-HyperNEAT,7,1120,4.632616,4.021114,2.00625
ES-HyperNEAT,8,1280,4.715811,4.049133,2
ES-HyperNEAT,9,1440,4.719499,4.196734,2.01875
ES-HyperNEAT,10,1600,4.64648,4.084295,2.0625
ES-HyperNEAT,11,1760,4.749305,4.074091,2.11875
ES-HyperNEAT,12,1920,4.780426,4.165631,2.15
ES-HyperNEAT,13,2080,4.761125,4.137377,2.23125
ES-HyperNEAT,14,2240,4.654759,4.143005,2.31875
ES-HyperNEAT,15,2400,4.701263,4.078755,2.45
ES-HyperNEAT,16,2560,4.710164,4.135272,2.48125
ES-HyperNEAT,17,2720,4.725831,4.144381,2.51875
ES-HyperNEAT,18,2880,4.708395,4.059195,2.75625
ES-HyperNEAT,19,3040,4.767903,4.258776,2.76875
ES-HyperNEAT,20,3200,4.824608,4.311154,2.9125
ES-HyperNEAT,21,3360,4.7109,4.153057,2.95625
ES-HyperNEAT,22,3520,4.777015,4.173356,3.05625
ES-HyperNEAT,23,3680,4.734885,4.13485,3.0625
ES-HyperNEAT,24,3840,4.573534,4.197261,3.14375
ES-HyperNEAT,25,4000,4.641664,4.197231,3.24375
ES-HyperNEAT,26,4160,4.699683,4.162402,3.175
ES-HyperNEAT,27,4320,4.759475,4.206845,3.21875
ES-HyperNEAT,28,4480,4.830446,4.318786,3.3625
ES-HyperNEAT,29,4640,4.729128,4.170189,3.425
ES-HyperNEAT,30,4800,4.573914,4.215713,3.51875
ES-HyperNEAT,31,4960,4.769616,4.242403,3.56875
ES-HyperNEAT,32,5120,4.797414,4.28248,3.8
ES-HyperNEAT,33,5280,4.805785,4.355266,3.75
ES-HyperNEAT,34,5440,4.747273,4.319262,3.83125
ES-HyperNEAT,35,5600,5.90269,4.195742,3.625
ES-HyperNEAT,36,5760,6.487356,4.188065,3.5
ES-HyperNEAT,37,5920,6.257668,4.365873,3.9125
ES-HyperNEAT,38,6080,5.713074,4.543192,4.75
ES-HyperNEAT,39,6240,5.848435,4.804024,5.01875
ES-HyperNEAT,40,6400,6.240454,4.986519,5
ES-HyperNEAT,41,6560,5.348882,4.242135,5.0125
ES-HyperNEAT,42,6720,5.917063,4.52708,4.99375
ES-HyperNEAT,43,6880,6.594252,4.706024,5.0125
ES-HyperNEAT,44,7040,6.576484,4.743688,5.0625
ES-HyperNEAT,45,7200,6.336236,4.628886,5.06875
ES-HyperNEAT,46,7360,6.609375,4.711187,5.16875
ES-HyperNEAT,47,7520,5.924587,4.443874,5.05625
ES-HyperNEAT,48,7680,6.71167,4.752409,5.05625
ES-HyperNEAT,49,7840,6.084967,4.415883,5.06875
ES-HyperNEAT,50,8000,6.94156,4.985019,5.025
ES-HyperNEAT,51,8160,6.576257,4.540754,5
